country,vegetable,price,available_stock,daily_demand,freshness_age,shelf_life_days,remaining_life,supply_demand_gap,harvest_month,harvest_dayofweek,harvest_quarter,wastage_risk_enc,stock_demand_ratio,life_used_ratio,days_to_expire,predicted_14day_demand,stock_after_14days,shortage_in_14days,potential_wastage_units,expires_before_14days,freshness_pct_remaining,price_demand_ratio,overstock_flag
0,8,187.66,492,323,6,12,6,169,4,2,2,1,1.5185185185185186,0.46153846153846156,6,4522,-4030,1,0,1,46.15384615384615,0.5791975308641976,0
0,3,166.2,268,371,3,13,10,-103,4,2,2,1,0.7204301075268817,0.21428571428571427,10,5194,-4926,1,0,1,71.42857142857143,0.44677419354838704,0
0,0,106.1,399,277,17,23,6,122,12,6,4,1,1.435251798561151,0.7083333333333334,6,3878,-3479,1,0,1,25.0,0.3816546762589928,0
1,5,52.87,234,45,8,10,2,189,11,4,4,0,5.086956521739131,0.7272727272727273,2,630,-396,1,0,1,18.181818181818183,1.1493478260869565,1
0,6,158.96,439,101,14,27,13,338,11,1,4,1,4.303921568627451,0.5,13,1414,-975,1,0,1,46.42857142857143,1.5584313725490198,1
1,0,87.93,505,176,2,6,4,329,1,5,1,2,2.853107344632768,0.2857142857142857,4,2464,-1959,1,0,1,57.14285714285714,0.4967796610169492,0
1,7,103.3,160,435,6,24,18,-275,12,0,4,1,0.3669724770642202,0.24,18,6090,-5930,1,0,0,72.0,0.23692660550458716,0
0,0,148.99,274,496,6,28,22,-222,1,0,1,1,0.5513078470824949,0.20689655172413793,22,6944,-6670,1,0,0,75.86206896551724,0.29977867203219316,0
1,4,31.75,321,237,3,15,12,84,11,5,4,1,1.3487394957983194,0.1875,12,3318,-2997,1,0,1,75.0,0.1334033613445378,0
0,8,173.8,538,403,7,29,22,135,2,2,1,1,1.3316831683168318,0.23333333333333334,22,5642,-5104,1,0,0,73.33333333333333,0.43019801980198025,0
1,2,55.77,302,345,4,24,20,-43,4,1,2,1,0.8728323699421965,0.16,20,4830,-4528,1,0,0,80.0,0.1611849710982659,0
1,1,116.24,253,41,6,19,13,212,8,1,3,1,6.023809523809524,0.3,13,574,-321,1,0,1,65.0,2.7676190476190476,1
0,5,120.24,514,334,1,12,11,180,6,6,2,1,1.5343283582089553,0.07692307692307693,11,4676,-4162,1,0,1,84.61538461538461,0.3589253731343283,0
0,6,29.14,391,461,4,7,3,-70,4,4,2,2,0.8463203463203464,0.5,3,6454,-6063,1,0,1,37.5,0.06307359307359307,0
1,3,114.33,369,174,2,8,6,195,7,0,3,1,2.1085714285714285,0.2222222222222222,6,2436,-2067,1,0,1,66.66666666666666,0.6533142857142857,0
0,7,176.97,347,349,3,5,2,-2,10,2,4,2,0.9914285714285714,0.5,2,4886,-4539,1,0,1,33.33333333333333,0.5056285714285714,0
1,0,44.16,397,421,4,6,2,-24,9,0,3,2,0.9407582938388626,0.5714285714285714,2,5894,-5497,1,0,1,28.57142857142857,0.10464454976303317,0
0,5,58.22,587,137,2,9,7,450,3,1,1,1,4.253623188405797,0.2,7,1918,-1331,1,0,1,70.0,0.42188405797101447,1
0,0,114.55,503,251,12,18,6,252,7,2,3,1,1.996031746031746,0.631578947368421,6,3514,-3011,1,0,1,31.57894736842105,0.45456349206349206,0
1,8,54.42,574,157,10,11,1,417,3,2,1,0,3.632911392405063,0.8333333333333334,1,2198,-1624,1,0,1,8.333333333333332,0.34443037974683544,0
0,1,122.3,150,273,7,12,5,-123,4,5,2,2,0.5474452554744526,0.5384615384615384,5,3822,-3672,1,0,1,38.46153846153847,0.44635036496350367,0
0,5,183.51,578,141,10,15,5,437,1,5,1,2,4.070422535211268,0.625,5,1974,-1396,1,0,1,31.25,1.2923239436619718,1
0,5,96.99,146,339,20,28,8,-193,6,0,2,1,0.4294117647058823,0.6896551724137931,8,4746,-4600,1,0,1,27.586206896551722,0.2852647058823529,0
0,6,63.98,279,388,11,18,7,-109,12,1,4,1,0.7172236503856041,0.5789473684210527,7,5432,-5153,1,0,1,36.84210526315789,0.16447300771208226,0
1,2,150.75,218,488,5,14,9,-270,8,4,3,1,0.4458077709611452,0.3333333333333333,9,6832,-6614,1,0,1,60.0,0.30828220858895705,0
0,9,25.96,455,345,22,23,1,110,10,0,4,0,1.3150289017341041,0.9166666666666666,1,4830,-4375,1,0,1,4.166666666666666,0.07502890173410405,0
1,2,182.59,373,104,13,15,2,269,12,3,4,0,3.552380952380952,0.8125,2,1456,-1083,1,0,1,12.5,1.738952380952381,0
1,4,179.65,164,299,3,8,5,-135,8,2,3,2,0.5466666666666666,0.3333333333333333,5,4186,-4022,1,0,1,55.55555555555556,0.5988333333333333,0
1,7,35.89,138,344,11,25,14,-206,3,4,1,1,0.4,0.4230769230769231,14,4816,-4678,1,0,0,53.84615384615385,0.10402898550724637,0
1,3,115.99,265,68,11,19,8,197,10,6,4,1,3.8405797101449277,0.55,8,952,-687,1,0,1,40.0,1.681014492753623,0
0,5,33.49,538,497,0,11,11,41,2,4,1,1,1.0803212851405624,0.0,11,6958,-6420,1,0,1,91.66666666666666,0.06724899598393574,0
1,2,97.89,142,44,19,23,4,98,5,0,2,2,3.1555555555555554,0.7916666666666666,4,616,-474,1,0,1,16.666666666666664,2.1753333333333336,0
1,9,33.25,330,73,10,20,10,257,12,3,4,1,4.45945945945946,0.47619047619047616,10,1022,-692,1,0,1,47.61904761904761,0.44932432432432434,1
0,7,46.2,487,256,2,5,3,231,1,3,1,2,1.894941634241245,0.3333333333333333,3,3584,-3097,1,0,1,50.0,0.17976653696498054,0
1,6,130.35,107,43,0,5,5,64,6,4,2,2,2.4318181818181817,0.0,5,602,-495,1,0,1,83.33333333333334,2.9625,0
1,1,62.9,76,455,3,13,10,-379,10,0,4,1,0.16666666666666666,0.21428571428571427,10,6370,-6294,1,0,1,71.42857142857143,0.13793859649122805,0
1,8,20.46,230,413,20,23,3,-183,8,2,3,2,0.5555555555555556,0.8333333333333334,3,5782,-5552,1,0,1,12.5,0.04942028985507246,0
1,8,20.44,207,141,0,15,15,66,5,0,2,1,1.4577464788732395,0.0,15,1974,-1767,1,0,0,93.75,0.143943661971831,0
1,5,138.8,253,46,2,14,12,207,1,0,1,1,5.382978723404255,0.13333333333333333,12,644,-391,1,0,1,80.0,2.953191489361702,1
0,5,35.53,126,46,5,20,15,80,10,5,4,1,2.6808510638297873,0.23809523809523808,15,644,-518,1,0,0,71.42857142857143,0.7559574468085106,0
0,7,94.53,513,208,16,25,9,305,1,1,1,1,2.4545454545454546,0.6153846153846154,9,2912,-2399,1,0,1,34.61538461538461,0.45229665071770336,0
0,9,111.48,302,257,0,18,18,45,4,5,2,1,1.1705426356589148,0.0,18,3598,-3296,1,0,0,94.73684210526315,0.43209302325581395,0
1,8,160.04,243,397,8,17,9,-154,12,4,4,1,0.6105527638190955,0.4444444444444444,9,5558,-5315,1,0,1,50.0,0.4021105527638191,0
0,0,196.87,187,391,13,18,5,-204,10,4,4,2,0.4770408163265306,0.6842105263157895,5,5474,-5287,1,0,1,26.31578947368421,0.502219387755102,0
0,3,157.4,548,341,4,15,11,207,1,2,1,1,1.6023391812865497,0.25,11,4774,-4226,1,0,1,68.75,0.460233918128655,0
1,3,85.02,329,131,26,29,3,198,5,6,2,2,2.492424242424242,0.8666666666666667,3,1834,-1505,1,0,1,10.0,0.644090909090909,0
1,5,27.88,156,261,7,21,14,-105,9,1,3,1,0.5954198473282443,0.3181818181818182,14,3654,-3498,1,0,0,63.63636363636363,0.106412213740458,0
1,2,185.87,243,326,10,20,10,-83,4,3,2,1,0.7431192660550459,0.47619047619047616,10,4564,-4321,1,0,1,47.61904761904761,0.5684097859327217,0
0,6,95.7,70,364,8,13,5,-294,2,0,1,2,0.1917808219178082,0.5714285714285714,5,5096,-5026,1,0,1,35.714285714285715,0.2621917808219178,0
0,0,169.95,188,225,1,11,10,-37,12,6,4,1,0.831858407079646,0.08333333333333333,10,3150,-2962,1,0,1,83.33333333333334,0.7519911504424778,0
0,6,139.37,297,65,13,24,11,232,3,3,1,1,4.5,0.52,11,910,-613,1,0,1,44.0,2.111666666666667,1
0,1,67.94,256,86,3,8,5,170,6,5,2,2,2.942528735632184,0.3333333333333333,5,1204,-948,1,0,1,55.55555555555556,0.7809195402298851,0
0,7,100.59,511,345,11,18,7,166,7,2,3,1,1.476878612716763,0.5789473684210527,7,4830,-4319,1,0,1,36.84210526315789,0.29072254335260117,0
0,9,172.99,59,446,25,27,2,-387,8,6,3,2,0.1319910514541387,0.8928571428571429,2,6244,-6185,1,0,1,7.142857142857142,0.38700223713646537,0
1,9,124.1,265,321,9,18,9,-56,3,4,1,1,0.8229813664596274,0.47368421052631576,9,4494,-4229,1,0,1,47.368421052631575,0.3854037267080745,0
1,0,157.38,461,494,20,24,4,-33,11,0,4,2,0.9313131313131313,0.8,4,6916,-6455,1,0,1,16.0,0.3179393939393939,0
1,1,177.27,350,107,4,12,8,243,10,6,4,1,3.240740740740741,0.3076923076923077,8,1498,-1148,1,0,1,61.53846153846154,1.641388888888889,0
1,5,129.13,184,464,8,11,3,-280,9,6,3,2,0.3956989247311828,0.6666666666666666,3,6496,-6312,1,0,1,25.0,0.2776989247311828,0
1,1,29.5,116,62,4,6,2,54,7,5,3,2,1.8412698412698412,0.5714285714285714,2,868,-752,1,0,1,28.57142857142857,0.46825396825396826,0
1,6,27.88,576,379,21,27,6,197,7,1,3,1,1.5157894736842106,0.75,6,5306,-4730,1,0,1,21.428571428571427,0.07336842105263158,0
1,5,29.48,596,166,0,9,9,430,9,0,3,1,3.568862275449102,0.0,9,2324,-1728,1,0,1,90.0,0.17652694610778444,0
1,4,49.01,324,347,16,19,3,-23,4,6,2,2,0.9310344827586207,0.8,3,4858,-4534,1,0,1,15.0,0.14083333333333334,0
1,7,110.6,424,405,0,8,8,19,7,0,3,1,1.0443349753694582,0.0,8,5670,-5246,1,0,1,88.88888888888889,0.27241379310344827,0
1,0,144.31,175,429,2,6,4,-254,4,4,2,2,0.4069767441860465,0.2857142857142857,4,6006,-5831,1,0,1,57.14285714285714,0.3356046511627907,0
0,9,133.15,191,138,15,25,10,53,12,0,4,1,1.3741007194244603,0.5769230769230769,10,1932,-1741,1,0,1,38.46153846153847,0.9579136690647483,0
1,6,54.89,147,389,2,7,5,-242,4,4,2,2,0.3769230769230769,0.25,5,5446,-5299,1,0,1,62.5,0.14074358974358975,0
0,7,37.91,180,360,16,26,10,-180,3,6,1,1,0.4986149584487535,0.5925925925925926,10,5040,-4860,1,0,1,37.03703703703704,0.10501385041551245,0
1,9,173.2,257,368,3,6,3,-111,5,6,2,2,0.6964769647696477,0.42857142857142855,3,5152,-4895,1,0,1,42.857142857142854,0.46937669376693764,0
0,0,126.55,449,488,8,13,5,-39,1,5,1,2,0.918200408997955,0.5714285714285714,5,6832,-6383,1,0,1,35.714285714285715,0.2587934560327198,0
0,4,156.25,178,313,13,29,16,-135,7,6,3,1,0.5668789808917197,0.43333333333333335,16,4382,-4204,1,0,0,53.333333333333336,0.49761146496815284,0
1,4,36.93,555,208,16,17,1,347,10,4,4,0,2.6555023923444976,0.8888888888888888,1,2912,-2357,1,0,1,5.555555555555555,0.17669856459330144,0
1,0,144.98,250,193,6,9,3,57,12,3,4,2,1.288659793814433,0.6,3,2702,-2452,1,0,1,30.0,0.747319587628866,0
1,0,37.85,149,263,7,18,11,-114,4,0,2,1,0.5643939393939394,0.3684210526315789,11,3682,-3533,1,0,1,57.89473684210527,0.14337121212121212,0
0,7,44.06,233,267,10,15,5,-34,5,2,2,2,0.8694029850746269,0.625,5,3738,-3505,1,0,1,31.25,0.16440298507462686,0
1,5,61.46,66,417,12,27,15,-351,11,4,4,1,0.15789473684210525,0.42857142857142855,15,5838,-5772,1,0,0,53.57142857142857,0.14703349282296652,0
1,7,99.23,120,191,2,19,17,-71,6,5,2,1,0.625,0.1,17,2674,-2554,1,0,0,85.0,0.5168229166666667,0
0,2,74.66,544,417,13,19,6,127,5,5,2,1,1.3014354066985645,0.65,6,5838,-5294,1,0,1,30.0,0.17861244019138756,0
1,3,180.07,320,151,3,11,8,169,12,2,4,1,2.1052631578947367,0.25,8,2114,-1794,1,0,1,66.66666666666666,1.184671052631579,0
0,8,194.17,181,359,18,21,3,-178,12,6,4,2,0.5027777777777778,0.8181818181818182,3,5026,-4845,1,0,1,13.636363636363635,0.5393611111111111,0
0,5,63.2,313,418,12,14,2,-105,3,1,1,2,0.747016706443914,0.8,2,5852,-5539,1,0,1,13.333333333333334,0.15083532219570406,0
1,0,46.11,192,340,6,27,21,-148,4,0,2,1,0.5630498533724341,0.21428571428571427,21,4760,-4568,1,0,0,75.0,0.1352199413489736,0
1,9,68.03,329,366,11,23,12,-37,1,0,1,1,0.896457765667575,0.4583333333333333,12,5124,-4795,1,0,1,50.0,0.18536784741144413,0
0,1,101.81,454,172,6,16,10,282,10,1,4,1,2.6242774566473988,0.35294117647058826,10,2408,-1954,1,0,1,58.82352941176471,0.5884971098265896,0
1,9,88.03,73,288,10,28,18,-215,8,6,3,1,0.25259515570934254,0.3448275862068966,18,4032,-3959,1,0,0,62.06896551724138,0.30460207612456747,0
0,2,198.58,74,222,2,14,12,-148,8,2,3,1,0.33183856502242154,0.13333333333333333,12,3108,-3034,1,0,1,80.0,0.890493273542601,0
0,3,63.86,246,438,2,19,17,-192,12,1,4,1,0.5603644646924829,0.1,17,6132,-5886,1,0,0,85.0,0.14546697038724374,0
0,6,115.92,458,461,2,23,21,-3,1,4,1,1,0.9913419913419913,0.08333333333333333,21,6454,-5996,1,0,0,87.5,0.2509090909090909,0
1,4,199.96,343,164,7,8,1,179,10,4,4,0,2.0787878787878786,0.7777777777777778,1,2296,-1953,1,0,1,11.11111111111111,1.211878787878788,0
0,7,174.85,348,359,5,28,23,-11,9,1,3,1,0.9666666666666667,0.1724137931034483,23,5026,-4678,1,0,0,79.3103448275862,0.48569444444444443,0
0,5,116.81,76,267,0,25,25,-191,11,1,4,1,0.2835820895522388,0.0,25,3738,-3662,1,0,0,96.15384615384616,0.43585820895522387,0
1,0,136.71,273,389,3,23,20,-116,3,5,1,1,0.7,0.125,20,5446,-5173,1,0,0,83.33333333333334,0.3505384615384616,0
1,6,98.16,476,483,3,9,6,-7,2,3,1,1,0.9834710743801653,0.3,6,6762,-6286,1,0,1,60.0,0.2028099173553719,0
1,2,189.07,65,318,3,17,14,-253,3,0,1,1,0.20376175548589343,0.16666666666666666,14,4452,-4387,1,0,0,77.77777777777779,0.5926959247648903,0
1,4,193.81,236,481,1,21,20,-245,4,2,2,1,0.4896265560165975,0.045454545454545456,20,6734,-6498,1,0,0,90.9090909090909,0.4020954356846473,0
1,8,146.72,161,37,2,8,6,124,5,6,2,1,4.2368421052631575,0.2222222222222222,6,518,-357,1,0,1,66.66666666666666,3.8610526315789473,1
0,8,194.76,231,214,4,22,18,17,11,1,4,1,1.0744186046511628,0.17391304347826086,18,2996,-2765,1,0,0,78.26086956521739,0.905860465116279,0
1,5,174.8,140,495,3,25,22,-355,3,1,1,1,0.28225806451612906,0.11538461538461539,22,6930,-6790,1,0,0,84.61538461538461,0.3524193548387097,0
1,6,55.64,312,224,7,8,1,88,2,3,1,0,1.3866666666666667,0.7777777777777778,1,3136,-2824,1,0,1,11.11111111111111,0.2472888888888889,0
0,0,53.42,84,144,2,26,24,-60,8,0,3,1,0.5793103448275863,0.07407407407407407,24,2016,-1932,1,0,0,88.88888888888889,0.3684137931034483,0
1,4,91.18,589,121,5,17,12,468,1,6,1,1,4.827868852459017,0.2777777777777778,12,1694,-1105,1,0,1,66.66666666666666,0.7473770491803279,1
0,4,47.65,582,370,8,13,5,212,11,5,4,2,1.568733153638814,0.5714285714285714,5,5180,-4598,1,0,1,35.714285714285715,0.1284366576819407,0
0,8,153.23,513,210,16,19,3,303,5,3,2,2,2.4312796208530805,0.8,3,2940,-2427,1,0,1,15.0,0.7262085308056871,0
1,7,194.79,522,226,1,7,6,296,2,0,1,1,2.299559471365639,0.125,6,3164,-2642,1,0,1,75.0,0.8581057268722466,0
1,4,146.11,132,152,12,15,3,-20,4,1,2,2,0.8627450980392157,0.75,3,2128,-1996,1,0,1,18.75,0.954967320261438,0
0,8,30.81,520,341,8,13,5,179,11,0,4,2,1.5204678362573099,0.5714285714285714,5,4774,-4254,1,0,1,35.714285714285715,0.0900877192982456,0
1,2,61.39,151,480,2,6,4,-329,9,0,3,2,0.31392931392931395,0.2857142857142857,4,6720,-6569,1,0,1,57.14285714285714,0.12762993762993763,0
1,6,86.4,256,232,13,15,2,24,8,5,3,2,1.0987124463519313,0.8125,2,3248,-2992,1,0,1,12.5,0.37081545064377686,0
1,3,80.49,494,60,12,27,15,434,11,6,4,1,8.098360655737705,0.42857142857142855,15,840,-346,1,0,0,53.57142857142857,1.3195081967213114,1
0,7,36.36,60,388,10,16,6,-328,3,1,1,1,0.15424164524421594,0.5882352941176471,6,5432,-5372,1,0,1,35.294117647058826,0.09347043701799486,0
0,7,100.4,167,157,1,8,7,10,12,1,4,1,1.0569620253164558,0.1111111111111111,7,2198,-2031,1,0,1,77.77777777777779,0.6354430379746836,0
1,2,180.08,539,464,17,27,10,75,3,3,1,1,1.1591397849462366,0.6071428571428571,10,6496,-5957,1,0,1,35.714285714285715,0.3872688172043011,0
1,5,139.53,241,300,1,17,16,-59,5,0,2,1,0.8006644518272426,0.05555555555555555,16,4200,-3959,1,0,0,88.88888888888889,0.4635548172757475,0
1,0,142.2,159,218,8,16,8,-59,12,6,4,1,0.726027397260274,0.47058823529411764,8,3052,-2893,1,0,1,47.05882352941176,0.6493150684931507,0
1,5,165.7,80,287,2,19,17,-207,6,2,2,1,0.2777777777777778,0.1,17,4018,-3938,1,0,0,85.0,0.5753472222222222,0
0,9,105.74,565,344,12,17,5,221,12,6,4,2,1.6376811594202898,0.6666666666666666,5,4816,-4251,1,0,1,27.77777777777778,0.3064927536231884,0
1,7,116.42,570,286,8,11,3,284,8,6,3,2,1.9860627177700347,0.6666666666666666,3,4004,-3434,1,0,1,25.0,0.4056445993031359,0
1,1,118.7,488,187,8,9,1,301,2,5,1,0,2.595744680851064,0.8,1,2618,-2130,1,0,1,10.0,0.6313829787234043,0
1,8,80.72,434,362,14,18,4,72,7,1,3,2,1.1955922865013775,0.7368421052631579,4,5068,-4634,1,0,1,21.052631578947366,0.22236914600550964,0
1,3,73.53,431,120,15,29,14,311,11,6,4,1,3.56198347107438,0.5,14,1680,-1249,1,0,0,46.666666666666664,0.6076859504132232,0
1,1,147.57,557,105,0,22,22,452,3,5,1,1,5.254716981132075,0.0,22,1470,-913,1,0,0,95.65217391304348,1.3921698113207546,1
1,2,135.35,562,94,4,6,2,468,3,0,1,0,5.91578947368421,0.5714285714285714,2,1316,-754,1,0,1,28.57142857142857,1.424736842105263,1
1,0,86.32,356,85,5,7,2,271,8,0,3,0,4.1395348837209305,0.625,2,1190,-834,1,0,1,25.0,1.003720930232558,1
0,7,126.4,309,127,0,6,6,182,11,0,4,1,2.4140625,0.0,6,1778,-1469,1,0,1,85.71428571428571,0.9875,0
1,3,126.26,363,93,25,26,1,270,12,6,4,0,3.8617021276595747,0.9259259259259259,1,1302,-939,1,0,1,3.7037037037037033,1.343191489361702,0
0,4,126.55,358,98,3,8,5,260,1,4,1,2,3.6161616161616164,0.3333333333333333,5,1372,-1014,1,0,1,55.55555555555556,1.2782828282828282,0
1,8,109.73,240,58,2,9,7,182,10,1,4,1,4.067796610169491,0.2,7,812,-572,1,0,1,70.0,1.8598305084745763,1
0,3,188.14,479,176,14,17,3,303,5,4,2,2,2.7062146892655368,0.7777777777777778,3,2464,-1985,1,0,1,16.666666666666664,1.0629378531073446,0
0,7,165.41,86,233,12,24,12,-147,3,0,1,1,0.36752136752136755,0.48,12,3262,-3176,1,0,1,48.0,0.7068803418803419,0
1,2,146.63,407,443,5,8,3,-36,11,3,4,2,0.9166666666666666,0.5555555555555556,3,6202,-5795,1,0,1,33.33333333333333,0.33024774774774773,0
0,2,90.81,584,102,6,8,2,482,3,4,1,0,5.669902912621359,0.6666666666666666,2,1428,-844,1,0,1,22.22222222222222,0.8816504854368932,1
1,1,37.35,134,285,6,12,6,-151,12,1,4,1,0.46853146853146854,0.46153846153846156,6,3990,-3856,1,0,1,46.15384615384615,0.1305944055944056,0
1,3,118.0,233,195,9,10,1,38,10,6,4,2,1.1887755102040816,0.8181818181818182,1,2730,-2497,1,0,1,9.090909090909092,0.6020408163265306,0
1,4,112.19,50,117,14,16,2,-67,3,6,1,2,0.423728813559322,0.8235294117647058,2,1638,-1588,1,0,1,11.76470588235294,0.9507627118644068,0
0,6,86.95,535,147,8,11,3,388,1,4,1,2,3.614864864864865,0.6666666666666666,3,2058,-1523,1,0,1,25.0,0.5875,0
1,1,20.27,66,163,13,22,9,-97,8,2,3,1,0.4024390243902439,0.5652173913043478,9,2282,-2216,1,0,1,39.130434782608695,0.12359756097560975,0
1,3,175.83,267,249,7,26,19,18,10,0,4,1,1.068,0.25925925925925924,19,3486,-3219,1,0,0,70.37037037037037,0.7033200000000001,0
0,9,24.88,208,350,0,6,6,-142,11,2,4,1,0.5925925925925926,0.0,6,4900,-4692,1,0,1,85.71428571428571,0.07088319088319088,0
0,5,46.33,448,120,4,12,8,328,11,0,4,1,3.7024793388429753,0.3076923076923077,8,1680,-1232,1,0,1,61.53846153846154,0.38289256198347105,0
1,9,20.42,255,111,15,21,6,144,9,4,3,1,2.2767857142857144,0.6818181818181818,6,1554,-1299,1,0,1,27.27272727272727,0.18232142857142858,0
0,6,71.96,250,404,18,28,10,-154,8,5,3,1,0.6172839506172839,0.6206896551724138,10,5656,-5406,1,0,1,34.48275862068966,0.177679012345679,0
1,4,38.45,262,146,11,12,1,116,5,2,2,0,1.782312925170068,0.8461538461538461,1,2044,-1782,1,0,1,7.6923076923076925,0.2615646258503402,0
1,0,95.99,229,409,19,25,6,-180,3,6,1,1,0.5585365853658537,0.7307692307692307,6,5726,-5497,1,0,1,23.076923076923077,0.23412195121951218,0
0,8,44.53,466,202,13,18,5,264,12,0,4,2,2.2955665024630543,0.6842105263157895,5,2828,-2362,1,0,1,26.31578947368421,0.21935960591133005,0
1,9,109.92,424,491,14,23,9,-67,7,5,3,1,0.8617886178861789,0.5833333333333334,9,6874,-6450,1,0,1,37.5,0.22341463414634147,0
0,8,171.13,180,291,6,7,1,-111,3,2,1,2,0.6164383561643836,0.75,1,4074,-3894,1,0,1,12.5,0.5860616438356164,0
0,8,77.6,578,336,3,6,3,242,10,4,4,2,1.71513353115727,0.42857142857142855,3,4704,-4126,1,0,1,42.857142857142854,0.23026706231454006,0
0,7,187.08,342,228,2,14,12,114,12,0,4,1,1.4934497816593886,0.13333333333333333,12,3192,-2850,1,0,1,80.0,0.8169432314410481,0
1,7,175.02,547,54,2,6,4,493,3,4,1,2,9.945454545454545,0.2857142857142857,4,756,-209,1,0,1,57.14285714285714,3.1821818181818182,1
1,7,88.16,518,369,0,17,17,149,12,4,4,1,1.4,0.0,17,5166,-4648,1,0,0,94.44444444444444,0.23827027027027026,0
1,4,118.12,390,85,14,18,4,305,1,5,1,2,4.534883720930233,0.7368421052631579,4,1190,-800,1,0,1,21.052631578947366,1.3734883720930233,1
1,6,42.58,324,287,9,22,13,37,9,3,3,1,1.125,0.391304347826087,13,4018,-3694,1,0,1,56.52173913043478,0.1478472222222222,0
0,2,174.02,73,338,18,20,2,-265,9,5,3,2,0.2153392330383481,0.8571428571428571,2,4732,-4659,1,0,1,9.523809523809524,0.5133333333333333,0
0,5,134.28,408,308,15,19,4,100,11,1,4,2,1.3203883495145632,0.75,4,4312,-3904,1,0,1,20.0,0.4345631067961165,0
1,8,64.04,283,469,3,7,4,-186,8,5,3,2,0.6021276595744681,0.375,4,6566,-6283,1,0,1,50.0,0.13625531914893618,0
1,6,130.28,190,436,16,20,4,-246,7,0,3,2,0.43478260869565216,0.7619047619047619,4,6104,-5914,1,0,1,19.047619047619047,0.29812356979405036,0
1,3,143.89,536,485,16,23,7,51,8,1,3,1,1.102880658436214,0.6666666666666666,7,6790,-6254,1,0,1,29.166666666666668,0.2960699588477366,0
1,1,83.18,389,100,8,11,3,289,10,5,4,2,3.8514851485148514,0.6666666666666666,3,1400,-1011,1,0,1,25.0,0.8235643564356436,0
1,7,103.6,126,50,0,20,20,76,6,5,2,1,2.4705882352941178,0.0,20,700,-574,1,0,0,95.23809523809523,2.0313725490196077,0
1,6,107.07,548,292,8,23,15,256,12,0,4,1,1.870307167235495,0.3333333333333333,15,4088,-3540,1,0,0,62.5,0.3654266211604095,0
1,0,159.53,570,409,6,18,12,161,5,1,2,1,1.3902439024390243,0.3157894736842105,12,5726,-5156,1,0,1,63.1578947368421,0.38909756097560977,0
1,3,102.27,395,314,20,25,5,81,1,4,1,2,1.253968253968254,0.7692307692307693,5,4396,-4001,1,0,1,19.230769230769234,0.32466666666666666,0
1,4,40.91,198,488,5,15,10,-290,12,0,4,1,0.4049079754601227,0.3125,10,6832,-6634,1,0,1,62.5,0.0836605316973415,0
1,3,183.24,504,391,1,9,8,113,12,6,4,1,1.2857142857142858,0.1,8,5474,-4970,1,0,1,80.0,0.46744897959183673,0
0,9,134.08,315,126,11,18,7,189,1,2,1,1,2.4803149606299213,0.5789473684210527,7,1764,-1449,1,0,1,36.84210526315789,1.055748031496063,0
1,3,103.22,78,271,14,22,8,-193,12,6,4,1,0.2867647058823529,0.6086956521739131,8,3794,-3716,1,0,1,34.78260869565217,0.37948529411764703,0
1,4,94.91,74,180,10,22,12,-106,5,5,2,1,0.4088397790055249,0.43478260869565216,12,2520,-2446,1,0,1,52.17391304347826,0.5243646408839778,0
1,7,100.02,120,206,10,12,2,-86,3,6,1,2,0.5797101449275363,0.7692307692307693,2,2884,-2764,1,0,1,15.384615384615385,0.48318840579710143,0
0,0,31.74,367,256,8,29,21,111,5,3,2,1,1.4280155642023347,0.26666666666666666,21,3584,-3217,1,0,0,70.0,0.12350194552529183,0
0,3,162.59,545,444,2,10,8,101,3,3,1,1,1.2247191011235956,0.18181818181818182,8,6216,-5671,1,0,1,72.72727272727273,0.36537078651685395,0
1,7,36.09,148,462,14,29,15,-314,11,5,4,1,0.31965442764578833,0.4666666666666667,15,6468,-6320,1,0,0,50.0,0.07794816414686825,0
0,5,77.04,591,482,5,6,1,109,2,0,1,0,1.2236024844720497,0.7142857142857143,1,6748,-6157,1,0,1,14.285714285714285,0.15950310559006212,0
1,0,76.51,343,361,7,10,3,-18,5,3,2,2,0.9475138121546961,0.6363636363636364,3,5054,-4711,1,0,1,27.27272727272727,0.211353591160221,0
1,6,103.84,470,353,4,10,6,117,5,1,2,1,1.3276836158192091,0.36363636363636365,6,4942,-4472,1,0,1,54.54545454545454,0.29333333333333333,0
1,9,47.94,555,384,9,13,4,171,11,5,4,2,1.4415584415584415,0.6428571428571429,4,5376,-4821,1,0,1,28.57142857142857,0.12451948051948052,0
1,0,95.82,429,106,4,17,13,323,9,6,3,1,4.009345794392523,0.2222222222222222,13,1484,-1055,1,0,1,72.22222222222221,0.8955140186915888,1
0,1,27.69,584,455,6,13,7,129,12,6,4,1,1.280701754385965,0.42857142857142855,7,6370,-5786,1,0,1,50.0,0.06072368421052632,0
1,3,114.4,212,350,6,18,12,-138,10,4,4,1,0.603988603988604,0.3157894736842105,12,4900,-4688,1,0,1,63.1578947368421,0.32592592592592595,0
0,3,60.65,293,485,0,20,20,-192,8,2,3,1,0.602880658436214,0.0,20,6790,-6497,1,0,0,95.23809523809523,0.12479423868312757,0
1,2,182.56,497,499,3,13,10,-2,12,0,4,1,0.994,0.21428571428571427,10,6986,-6489,1,0,1,71.42857142857143,0.36512,0
